SMILES,2D6
C/C(C=O)=C\CCC(C)C1CC[C@@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(O)C(C)(C)C1CC3=O,0.0
O=C(O)CC/C(=N\O)C(=O)O,0.0
CC(=O)NCC(=O)O,0.0
CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CC[C@@]4(C)C3CC(O)[C@@]12C,0.0
CCC(=O)SC,0.0
O=C(O)CC[C@@H](Cc1ccc(OCc2ccccc2)cc1)N=C(O)CCCCCCc1ccccc1,0.0
O=C(O)[C@H]1C[C@H]1C(=O)Nc1cc(F)ccc1F,0.0
Cc1c(O)c(=O)ccn1C,0.0
C[C@]12CCC3C4CCC(O)CC4CCC3C1CCC2=O,0.0
CC(C)(C)NCC(O)COc1cccc2c1SCCC2,1.0
CCCC(=O)CC,0.0
Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)cc1C,0.0
N=c1[nH]c(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,1.0
CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.0
CC(=O)CO,0.0
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CC2,0.0
CCCCCCCC(O)C(O)CCCCCC(O)C1CCC(CCCCCCCC(O)CC2=CC(C)OC2=O)O1,0.0
O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC(C2O)C1O)c1cc(O)c(O)c(O)c1,0.0
C/C(O)=C1/CC(=O)C2=C1CCCN2,0.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C2C=C3C(C)(C)CCC[C@]3(C)O2)C(C)(C)CCC1,0.0
O=C(O)[C@H]1CCCO1,0.0
C/C1=C\CCC(C=O)C2CC(C)(C)C2CC1,0.0
NC(=O)CC[C@@H](N)C(=O)O,0.0
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nn[nH]n3)c2)nc1OCCO,0.0
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.0
NC(=O)CCCCC1SCC2NC(=O)NC21,0.0
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,0.0
CC#CC#CC#CC#CCCCC,0.0
CC=CC(=O)N(CC)c1ccccc1C,0.0
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,1.0
CN(C)C(=N)NC(=N)N,0.0
CCCCCCCCCCCCCC(=O)CC(=O)O,0.0
CCn1nnc(C2=CCCN(C)C2)n1,1.0
CN1CCN2c3ccccc3Cc3ccccc3C2C1,1.0
Clc1cccc(N2CCNCC2)c1,1.0
Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O,0.0
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,0.0
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0.0
C=C1CCC(C(C)C)C2C=C(C)CCC12,0.0
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,0.0
C[C@H](N)C(=O)c1ccccc1,0.0
Nc1ncnc2c1[C@@H](I)NN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.0
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)CC(O)C(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)[C@@](C)(C(=O)O)C5CC[C@]43C)C2C1,0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,0.0
CCCCC/C=C\C(=O)OC,0.0
CC(C)CCC[C@@](C)(O)C1CCC2C3CC=C4CC(O)CC[C@@]4(C)C3CC[C@]21C,0.0
CCCCCCCCCCCCC(O)C(O)CCC(O)C1CCC(CC(O)CCCCCC(O)CC2=CC(C)OC2=O)O1,0.0
CN(/C=C\c1ccccc1)C(=O)/C=C/c1ccccc1,0.0
C=C(C)C1CCC(=C)C(CCC2C(C)=CCC(C(=C)C)[C@]2(C)CCC(=O)O)[C@@]1(C)CCC(=O)O,0.0
CCNCc1cc(=O)oc2cc(OC)ccc12,1.0
O=C(O)c1ccccc1O,0.0
NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,0.0
Cc1onc(-c2ccc(F)cc2)c1COc1ccc(C(=O)N2CCS(=O)(=O)CC2)cn1,0.0
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.0
COc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OS(N)(=O)=O)CC[C@@H]12,0.0
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,0.0
C=CCc1ccccc1OCC(O)CNC(C)C,1.0
O=C(O)c1cc(/N=N\c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,0.0
C=C(C)C(C)CCC(C)C1CC[C@@]2(C)C3CCC4C(C)(C)C(OC(=O)CCCCCCCCCCCCCCC)CC[C@]45C[C@]35CC[C@]12C,0.0
CCCCC(=O)OCCC(C)C,0.0
CC1C(=O)C[C@@]2(C(C)C)CC12,0.0
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,0.0
CCNC(C)Cc1cccc(C(F)(F)F)c1,1.0
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,1.0
c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,0.0
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,0.0
CCCCCCCCCCCCCCCC(=O)OC1CC[C@@]2(C)C(=CCC3C2CC[C@]2(C)C(C(C)CCCC(C)C)CCC32)C1,0.0
CC/C=C/CC1C(CC(=O)O)CCC1OC1OC(CO)C(O)C(O)C1O,0.0
CC(=O)O[C@@]12[C@H](O)[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,0.0
