SMILES,1A2,2C9,2C19,2D6,3A4
CCCCS(=O)(=O)CCC(=O)O,,,,0,
CCCNCCCNCCCNCC,,,,0,
CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,,,,0,
CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,,,,0,
CCOC(=O)C1(c2ccccc2)CCN(CCOCCO)CC1,,,,0,
CCOC(=O)c1ccc(OCCCCC2CCN(c3ccc(C)nn3)CC2)cc1,,,,0,
Clc1ccc2c(c1Cl)CNCC2,,,,0,
Cc1cnc(NCCCN(C)C)c2c1[nH]c1ccc3cc(O)ccc3c12,,,,0,
C/N=C(\NC)NCCC[C@H](N)C(=O)O,,,,0,
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,,,,0,
CNC(C)C(=O)c1ccc(C)cc1,,,,0,
CNC(C)CCC=C(C)C,,,,0,
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,,,,,1
CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,,,,,1
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,,,,,1
CC(C)(C)NC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,,,,,1
COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,,,,,1
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,,,,,1
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)(C2CCCCN2)C1,,,,,1
COc1c(OCCCN2CCOCC2)ccc2c3n(c(=NC(=O)c4cnc(N)nc4)nc12)CCN3,,,,,1
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,,,,,1
COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2ccc(-c3ccc(-c4cnc(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,,,,,1
CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,,,,,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,,,,,1
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,,,,,1
CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,,,,,1
COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2ccc3c(c2)OC(c2ccccc2)n2c-3cc3cc(-c4cnc(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,,,,,1
COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,,,,,1
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,,,,,1
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,,,,,1
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,,,,,1
CCC(Nc1ncnc2nc[nH]c12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,,,,,1
CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2,,,,,1
CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,,,,,1
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,,,,,1
CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(CC(O)(c2cc(F)ccc2F)C(C)c2nc(-c3ccc(C#N)cc3)cs2)c1,,,,,1
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CC1Cc3cc(OC)c(OC)cc31)CC2,,,,,1
CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,,,1
CC(C)(NC(=O)C1=C(O)C2Oc3c(O)ccc4c3C23CCN(CC2CC2)C(C4)C3(O)C1)c1nc(-c2ccccc2)no1,,,,,1
C=CCN1CCC23c4c5ccc(O)c4OC2C(OCCOCCOCCOCCOCCOCCOCCOC)CCC3(O)C1C5,,,,,1
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,,,,,1
CC(C)(C)C(NC(=O)C(F)(F)F)C(=O)N1CC2C(C1C(=O)NC(C#N)CC1CCNC1=O)C2(C)C,,,,,1
Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(=O)NO)cc1,,,,,1
O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,,,,,1
CC(OCC1(c2ccccc2)CCC2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,,,,1
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,,,,,1
COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCN(C)C(=O)C4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,,,,,1
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,,,,,1
Cc1c(C(=O)Nc2ccc(N3CC(C)OC(C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,,,,,1
Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1,,,,,1
C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,,,,,1
CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,,,,,1
CCCC(NC(=O)C1C2CCCC2CN1C(=O)C(NC(=O)C(NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,,,,,1
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,,,,,1
CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,,,,,1
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,,,,,1
COCC1CC(c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6[nH]c(C7CCC(C)N7C(=O)C(NC(=O)OC)C(C)C)nc65)cc3-4)[nH]2)N(C(=O)C(NC(=O)OC)c2ccccc2)C1,,,,,1
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,,,,,1
CCOC(=O)NC1CCC2C(C1)CC1C(=O)OC(C)C1C2C=Cc1ccc(-c2cccc(F)c2)cn1,,,,,1
C[C@]12CC[C@H]3[C@@H](CC[C@@H]4CC(=O)CC[C@]34C)[C@@H]1CCC2=O,,,,,0
C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CCC2=O,,,,,0
COc1ccc(Cl)cc1NC(=O)Nc1cncc(O[C@@H](C)CN(C)C)n1,,,,,0
C[C@@H](N)C1CCC(C(=O)Nc2ccncc2)CC1,,,,,0
C[C@@H](O)[C@@](C)(O)CN,,,,,0
Cc1ncnc2c1ncn2[C@@H]1O[C@H]([C@@H](C)O)[C@@H](O)[C@H]1O,,,,,0
COc1cc[nH]c1/C=C1\C(=O)Nc2ccc(F)c(C#C[C@@H](O)[C@@H](N)[C@@H](C)O)c21,,,,,0
COC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O,,,,,0
C[C@@H](O[P@H](C)=O)C(C)(C)C,,,,,0
C[C@@H](Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,,,,,0
O=C(O)C[C@@H](Cc1ccccc1)C(=O)O,,,,,0
NCSCC[C@H](CCCCC(=O)O)SSCCO,,,,,0
O=C(N[C@H](CO)c1ccc(F)c(Cl)c1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1,,,,,0
O=C(O)CC(=O)N[C@@H](CS)Cc1ccccc1,,,,,0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,,,,,0
N[C@H](C=O)Cc1ccc(O)cc1,,,,,0
COc1cc(C)c(S(=O)(=O)NC[C@@H](O)[C@@H](N)Cc2ccccc2)c(C)c1C,,,,,0
N[C@H](C=O)Cc1c[nH]c2c(O)c(NNc3ccccc3)ccc12,,,,,0
NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,,,,,0
N[C@@H](CCC(=O)Nc1ccc(OCc2ccccc2)cc1)C(=O)O,,,,,0
CC1(C)S[C@@H]2[C@H](N=C(O)CCC[C@H](N)C(=O)O)C(=O)N2[C@H]1C(=O)O,,,,,0
COC(=O)[C@@H](N)CCCNC(=N)N[N+](=O)[O-],,,,,0
CCSCC[C@H](N)[C@H](O)C(=O)N[C@@H](C)c1cccc2ccccc12,,,,,0
CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)Nc1cccc(Cl)c1C=O,,,,,0
CN1[C@H]2CC[C@@H]1CC(OC(=O)[C@H](O)c1ccccc1)C2,,,,,0
O=C(O)[C@@H](O)C[C@@H](O)[C@H](O)CO,,,,,0
CCCCCCCCC(=O)N(CCO)C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO,,,,,0
C[C@H]1O[C@@H](n2ccc(O)nc2=O)C[C@@H]1O,,,,,0
N=C(O)[C@@H]1C[C@]2(N=C(O)N=C2O)c2cc(F)ccc2O1,,,,,0
Cc1cc(N)nc(C[C@H]2CNC[C@@H]2NCCNCc2cccc(Cl)c2)c1,,,,,0
CNS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(N[C@@H]3CCC[C@H]3N(C)C)n2)cc1,,,,,0
CC(C)CCC(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1,,,,,0
COc1cc2ncnc(N3CC[C@@H](Oc4ccc5ccccc5c4)C3)c2cc1OC,,,,,0
CC(=O)c1ccc(N2C[C@@H](C(=O)O)CC2=O)cc1,,,,,0
COC(=O)c1ccc(NC(=O)NC[C@H]2CC[C@@H](C(=O)N3CCC[C@H]3CN)N2)cc1,,,,,0
Nc1ccnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,,,,0
OC[C@H]1O[C@@H](N2CNc3c(O)ncnc32)[C@H](O)[C@@H]1O,,,,,0
CC(C)S[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,,,,,0
CCCC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O,,,,,0
O=C1CC(O)=NC(=O)N1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,,,,,0
Cc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2OCCn2ccnc2)c(=O)nc1O,,,,,0
OC1=NC[C@H](I)C(O)=N1,,,,,0
C[C@@H]1C[C@H](N)N[C@H]1C(=O)O,,,,,0
CCN(CC)C(=O)[C@@H]1O[C@@H](C(=O)O)C[C@H](N)[C@H]1N=C(C)O,,,,,0
N[C@H]1CC(O)=NC1=O,,,,,0
CS(=O)(=O)c1cccc(-c2cc(N3C[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ncn2)c1,,,,,0
CS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1,,,,,0
N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F,,,,,0
O=P(O)(O)CP(=O)(O)O[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,,,,,0
O=P(O)(O)OC[C@H]1C[C@H](OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O,,,,,0
O=S(=O)(O)O[C@H]1[C@@H](O)O[C@@H]2CO[C@H]1[C@H]2O,,,,,0
N=C(O)[C@]1(O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,,,,0
O=P(O)(O)OC[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,,,,,0
CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)O)O[C@H]1OCC(C)C,,,,,0
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)c2c(c1OC)O[C@@H](C1CC1)C=C2,,,,,0
CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,,,,,0
CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2,,,,,0
CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ncccc13)C2,,,,,0
CC1=CC[C@H]2C[C@@H]1[C@H](c1ccc(O)cc1)OC2(C)C,,,,,0
COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3,,,,,0
N#C[C@H]1CC=C2CC1Oc1ccc3cccc(c3c1)N1CC[C@H](NCCc3cncn3C2)C1=O,,,,,0
CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,,,,,0
O=C(O)CCCC[C@H]1SC[C@@H]2NC(=O)N[C@@H]21,,,,,0
C/C(=C/C=C/[C@@H](C)C(=O)O)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,,,,,0
COC(=O)/C=C/C(=O)OC,,,,,0
CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,,,,,0
O=C(/C=C(\O)c1nn[nH]n1)c1c[nH]c2ccc(Cl)cc12,,,,,0
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,,,,,0
CC(=CC(=O)O)/C=C(\C)C[C@H](C)CCCC[C@@H](O)[C@H](C=O)CO,,,,,0
O=C(N[C@@H]1CN2CCC1CC2)c1n[nH]c2ccccc12,,,,,0
CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,,,,,0
Cc1nc2ccccn2c1-c1ccnc(Nc2ccc(OC[C@@H](O)CN(C)C)cc2)n1,,,,,0
O=C(NO)N[C@H](Cc1ccccc1)C(=O)O,,,,,0
O=C1CCN(C2C[C@H](O)[C@@H](CO)O2)C(=O)N1,,,,,0
Brc1c(NC2=NCCN2)ccc2nccnc12,,,,,0
O=S1(=O)NCCCNc2nc(ncc2Br)Nc2cccc1c2,,,,,0
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,,,0
c1ccc(-c2oc3ncnc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1,,,,,0
C[As](C)(=O)O,,,,,0
CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1,,,,,0
C[C@@H](n1cnc2cc(Cl)ccc2c1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,,,,,0
C[C@@H](Oc1ccc2[nH]nc(/C=C/c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl,,,,,0
Cc1ccc(-c2ncccn2)c(C(=O)N2C[C@H](COc3ccc(F)cn3)CC[C@H]2C)c1,,,,,0
CC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C[C@H]1C)OCO3,,,,,0
C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,,,,,0
C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O,,,,,0
C[C@H](CO)CCO[P@@](=O)(O)OP(=O)(O)O,,,,,0
C[C@H](O)CC(C)(C)O,,,,,0
C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,,,,,0
C/C(=C\S(=O)(=O)N[C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)c1ccc(Cl)s1,,,,,0
c1ccc2c(c1)Cc1c-2n[nH]c1-c1ccncc1,,,,,0
C1Cc2[nH]nc(-c3nn[nH]n3)c2C1,,,,,0
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc4c(c3)OCO4)C[C@@]21C,,,,,0
CC(=N)NCCSCC[C@H](N)C(=O)O,,,,,0
CC(=O)CC(=O)O,,,,,0
CC(=O)CSC[C@H](N)C(=O)O,,,,,0
CC(=O)N[C@@H](CCC(=O)O)C(=O)O,,,,,0
CC(=O)N[C@@H](CO)C(=O)O,,,,,0
CC(=O)N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,,,,,0
CC(=O)Nc1cc([As]2SCC(CO)S2)ccc1O,,,,,0
CC(=O)Nc1ccc(C(=O)O)cc1,,,,,0
CC(=O)Nc1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,,,,,0
CC(=O)NCCc1ccc(S(N)(=O)=O)cc1,,,,,0
CC(=O)Oc1ccc(/C=C/C(=O)NCCc2ccccc2)cc1OC(C)=O,,,,,0
CC(C)(C)c1cc(C(C)(C)c2ccc(O)c(C(C)(C)C)c2)ccc1O,,,,,0
CC(C)(C)c1ccc(C(=O)N/N=C/c2cc(Br)c(O)c(Br)c2O)cc1,,,,,0
CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,,,,,0
CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(N)c2)n1,,,,,0
CC(C)(C)N/C(=N/c1cccc(/C(=C\CCCC(=O)O)c2cccnc2)c1)NC#N,,,,,0
CC(C)(C)OC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1,,,,,0
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,,,,,0
CC(C)[C@](C#N)(C[C@H](C)N(C)C)c1ccccc1,,,,,0
CC(C)=CCC/C(C)=C/CNCCNC1C2CC3CC(C2)CC1C3,,,,,0
CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,,,,,0
CC(C)c1ccc(C(=O)NC(=N)N)cc1S(C)(=O)=O,,,,,0
CC(C)c1ccc(COc2ccc(CC(=O)NCCN)cc2Cl)cc1,,,,,0
CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCO,,,,,0
CC(C)n1cnc2/c(=N/c3cccc(Cl)c3)nc(NCCO)[nH]c21,,,,,0
CC(C)NCc1ccc(C[C@H](N)C(=O)O)cc1,,,,,0
CC(C)O,,,,,0
CC(c1ccccc1)c1ccc(O)cc1O,,,,,0
CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,,,,,0
Cc1cccc(C)c1NC(=O)C(C)N,,,,,0
CC1(C)CCC(C)(C)c2cc([C@H](O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21,,,,,0
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,,,,,0
Cc1ccccc1-c1cc2cc(C(=N)N)ccc2[nH]1,,,,,0
Cc1ncsc1CCOP(=O)(O)O,,,,,0
Cc1c(-c2ccc(-c3ccccc3)cc2)nc2ccc(F)cc2c1C(=O)O,,,,,0
Cc1cc(C(=O)Nc2cc(Br)c(O)c(Br)c2)cc(C)c1O,,,,,0
Cc1cc(/N=N/c2ccccc2C(=O)O)ccc1O,,,,,0
Cc1ccc(O)c(C(=O)NC2CCC(NC(=O)c3cc(F)cnc3Oc3ccc(F)c(F)c3)CC2)c1,,,,,0
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,,,,,0
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,,,,,0
Cc1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,,,,,0
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,1,1,1,1,1
CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,1,1,1,,1
CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,1,,,,
C#CCNC1CCc2ccccc21,1,,,,
COc1ccc(C=C2CCCN=C2c2cccnc2)c(OC)c1,1,,,,
CNCCC(Oc1cccc2ccccc12)c1cccs1,1,1,,1,
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,1,1,,,1
CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,1,,,,1
O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,1,,,1,1
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1,1,,1,1
CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O,1,1,,,1
O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,1,,,,1
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,1,,,,1
C#CCN(C)C(C)Cc1ccccc1,1,1,1,1,1
Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C,1,,,,
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,1,,,,1
CC1CNCCc2ccc(Cl)cc21,1,,1,1,1
CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,1,1,,1,1
CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,1,1,1,1,1
CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2,1,,1,,1
CCC1C2CN(C(=O)C(C(C)(C)C)NC(=O)OC3CC3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)C1C(=O)NC1(C(=O)NS(=O)(=O)C2(C)CC2)CC1C(F)F,1,,,,1
CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,1,1,1,,1
CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O,1,1,1,,1
CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1,1,1,1,,1
