SMILES,1A2
CC(C(=O)O)c1ccccc1,0.0
NC1CCSC1=O,0.0
CCCCCCCCCCCCC/C=C/C(O)C(COC1OC(CO)C(O)C(OS(=O)(=O)O)C1O)NC(=O)CCCCCCCCCCCCCCCCCCCCCCC,0.0
Cc1cccc2c1C(=O)N(c1cc(-c3ccccc3)ccc1O)C2=O,0.0
CCCCCCC(=O)CCCCCCCCCCCCCCCCCCCCCO,0.0
Cc1cccc(CC(=O)O)c1,0.0
O=C(O)C1Cc2c([nH]c3ccccc23)C(C(O)C(O)C(O)C(O)CO)N1,0.0
O=C(O)CNC(=O)c1cccc(Cl)c1,0.0
CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,1.0
CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,1.0
CCOc1ccc2nc3ccc(=O)cc-3oc2c1,1.0
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1[C@@H](O)C=C(C)C[C@@H]21,1.0
C[C@@H](C#Cc1ccc(Cc2ccccc2)s1)NC(N)=O,1.0
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,0.0
COC1O[C@]23C=CC4[C@@]1(CC[C@@]1(C)C(C(C)C/C=C/C(C)(C)O)CC[C@]41C)C2CCC(OC1OC(CO)C(O)C(O)C1O)C3(C)C,0.0
CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)NCC(=O)O,0.0
CN1CCC[C@@H]1C[C@@H]1CNc2ccc(CCS(=O)(=O)c3ccccc3)cc21,1.0
C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,0.0
CNNCc1ccc(C(=O)NC(C)C)cc1,1.0
c1ccc2[nH]c(-c3cscn3)nc2c1,1.0
CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,0.0
CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,1.0
CC(=O)O[C@]1(C)CC[C@]23CC1C(C)(C)C2CCC3C,0.0
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,1.0
O=c1oc2ccccc2cc1O,0.0
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,1.0
CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,0.0
CCCCCCCCOC(=O)CCC,0.0
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,1.0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,1.0
CNC(=S)Oc1cc(C)c(SC)c(C)c1,1.0
O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,0.0
Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(C)C(=O)C(O)C3O)O2)c(=O)[nH]c1=O,0.0
CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,1.0
CNCc1cc(=O)oc2cc(OC)ccc12,1.0
CC(C)CCCC(C)C1CCC2C3CCC4CC(=O)CC[C@@]4(C)C3CC[C@@]12C,0.0
O=C1c2oc3cc(O)c(O)cc3c2C(=O)c2oc3cc(O)c(O)cc3c21,0.0
CC1=NCCc2cc(O)c(O)cc21,0.0
O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,0.0
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1.0
Cc1cc(COc2ccc([C@]3(C)CCN([C@H](C)C(=O)NO)C3=O)cc2)c2ccccc2n1,0.0
CCCCCC(=O)OCC(C)C,0.0
C=C1CC/C=C(/C)C/C=C\C(C)(C)CC1O,0.0
CC(C)(C)NCC(O)COc1cccc2c1SCCC2,0.0
NC(=O)CN1Cc2ccccc2OC1=O,0.0
COc1cc(C[C@@](O)(C(=O)O)C(O)C(=O)O)ccc1O,0.0
N#CCc1ccc(O)cc1,0.0
CC1CNc2[nH]c(N)nc(=O)c2N1,0.0
NCCCCC(NC(=O)C(N)CCC(=O)O)C(=O)O,0.0
OC(CCC[n+]1ccc(-c2ccc(Cl)cc2)cc1)c1ccc(F)cc1,1.0
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1.0
C/C1=C\CCC(C=O)C2CC(C)(C)C2CC1,0.0
CCCNC[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1,1.0
CN(CCc1cn(C2OC(CO)C(O)C(O)C2O)cn1)C(=O)/C=C/c1ccccc1,0.0
CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,0.0
C[C@@]12CCC3c4ccc(O)cc4CCC3C1CC(OC1OC(C(=O)O)C(O)C(O)C1O)C2O,0.0
O=c1cc(C(F)(F)F)c2ccc(OCc3ccccc3)cc2o1,1.0
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,1.0
CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C,0.0
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1.0
CC(C)NCC(O)COc1cccc2ccccc12,1.0
CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0
C=C(C)C1CC=C(C)C(=O)C1,0.0
CC1=CC(=O)C[C@@]2(C)CCC(=C(C)C)CC12,0.0
O=C(O)CNC(=O)C1CCCN1,0.0
CN(C)c1cn(C)n(-c2ccccc2)c1=O,1.0
Cn1c(=O)c2[nH]cnc2n(C)c1=O,1.0
CC(=O)OC1C=CC2C3Cc4ccc(O)c5c4[C@]2(CCN3C)C1O5,0.0
CC(C)=CCC[C@@](C)(O)C1CC[C@@]2(C)C1C(O)CC1[C@]3(C)CCC(O)C(C)(C)C3CC[C@@]12C,0.0
CC(=O)OC1C(C)=CC[C@@]2(C1OC(C)=O)C1C(C)COC(=O)C1O[C@]2(C)O,0.0
C=C1C[C@]23CC1CCC2[C@@]12OC(=O)[C@@](C)(C(O)CC1O)C2C3C(=O)O,0.0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,1.0
CSc1nc(-c2ccnc(N[C@H](C)c3ccccc3)c2)c(-c2ccc(F)cc2)[nH]1,1.0
NC1=N[C@H](CCNC(=O)c2ccoc2)Nc2c(F)ccc(F)c21,0.0
C=C(C(C)C)C(O)C(O)C(C)C1CCC2C3COC(=O)C4CC(O)C(O)C[C@@]4(C)C3CC[C@@]12C,0.0
CN(C)CCc1c[nH]c2cccc(O)c12,0.0
CC=CC(=O)N(CC)c1ccccc1C,0.0
CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,0.0
CC(CN)C(=O)O,0.0
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=O,0.0
N[C@@H]1C[C@H](O)[C@@H](CO)O[C@@H]1O,0.0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1.0
Cc1cc2c3ccccc3ccc2c2ccccc12,1.0
CC(C)=CCOC(=O)c1ccccc1,0.0
C/C=C/C(=O)C1C(C)C=CCC1(C)C,0.0
CC[C@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,0.0
CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C/C=C/C=C(\C)CC/C=C(\C)CC/C=C(/C)CCC=C(C)C,0.0
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,1.0
C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,0.0
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,1.0
COC1CC[C@@]2(C)C(CC[C@]3(C)C2CCC2C4=CC(C)(C)CC[C@]4(C)CC[C@]23C)C1(C)C,0.0
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,1.0
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,1.0
CCCSSSC,0.0
O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,1.0
COc1ccc2[nH]cc(CCN=C(C)O)c2c1,1.0
CC(/C=C/C=C(C)/C=C/[C@]12O[C@@]1(C)CC(O)CC2(C)C)=C\C=C\C=C(C)\C=C\C=C(/C)C1C=C2C(C)(C)CCC[C@]2(C)O1,0.0
CC1(C)C=C[C@]2(C)CC[C@]3(C)C(=CCC4[C@]3(C)CCC3[C@@](C)(CO)C(O)CC[C@@]34C)C2C1,0.0
NCCC[C@](N)(C(=O)O)C(F)F,0.0
CCCCCCOC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O,0.0
C=C1CC[C@@]2(C(C)C)CC12,0.0
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,1.0
NC(CC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,0.0
N[C@H]1C(C(=O)O)=CC=C[C@@H]1O,0.0
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,0.0
CNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,0.0
O=C(COP(=O)(O)O)Cc1c[nH]cn1,0.0
O=C1CCCCC1,0.0
O=Cc1ccc2c(c1)C(c1cc(O)cc3c1C(c1cc(O)cc(O)c1)C(c1ccc(O)cc1)O3)C(c1ccc(O)cc1)O2,0.0
O=CCCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,0.0
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,1.0
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,0.0
CC(C)C(C(=O)O)C(O)C(=O)O,0.0
Cc1cccc(O)c1C,0.0
N=c1[nH]c2nc(=N)c(-c3ccccc3)nc-2c(N)[nH]1,1.0
CC[C@]1(c2ccccc2)NC(=O)N(C)C1=O,1.0
O=C(Nc1ccccc1)Nc1ccccc1,0.0
NNc1nncc2ccccc12,1.0
