,AUC,ACC,BACC,SP,Recall,F1_score,Precision,MCC
0,0.9255599472990778,0.8956043956043956,0.8460144927536232,0.9420289855072463,0.75,0.7764705882352941,0.8048780487804879,0.7092325871468886
1,0.8932758620689655,0.8373493975903614,0.8039655172413793,0.8879310344827587,0.72,0.7272727272727273,0.7346938775510204,0.6114730775264914
2,0.9221041055718475,0.9047619047619048,0.8621700879765396,0.9516129032258065,0.7727272727272727,0.8095238095238095,0.85,0.7477299467814453
3,0.856712962962963,0.8040540540540541,0.700462962962963,0.9259259259259259,0.475,0.5671641791044776,0.7037037037037037,0.4610323996137738
4,0.8988473767885533,0.8497109826589595,0.7568561208267091,0.9191176470588235,0.5945945945945946,0.6285714285714286,0.6666666666666666,0.5361289308076336
5,0.9075757575757576,0.8430232558139535,0.7670454545454546,0.9090909090909091,0.625,0.6493506493506493,0.6756756756756757,0.5491163824990123
6,0.9022164276401564,0.8789808917197452,0.8164928292046936,0.940677966101695,0.6923076923076923,0.7397260273972602,0.7941176470588235,0.6640108307073305
7,0.9227598566308244,0.8461538461538461,0.8243727598566308,0.8709677419354839,0.7777777777777778,0.7291666666666666,0.6862745098039216,0.624691187431601
8,0.8958333333333333,0.8372093023255814,0.8357843137254902,0.8382352941176471,0.8333333333333334,0.6818181818181818,0.5769230769230769,0.5948655373624179
9,0.9036762106751502,0.8379888268156425,0.7749204665959704,0.8913043478260869,0.6585365853658537,0.6506024096385542,0.6428571428571429,0.5452348546983362
