SMILES,1A2,2C9,2C19,2D6,3A4
CC1C(O)CC[C@@]2(C)CCC(C(C)(C)O)CC12,0.0,0.0,0.0,0.0,0.0
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,,1.0,,,
N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,,,,0.0,0.0
NCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,,,,0.0,
Cc1cc2c(cc1S(=O)(=O)N1CCN(C)CC1)S(=O)(=O)N[C@@H](C1CCCC1)C2,0.0,,,,
O=C[C@H](O)[C@H](O)COP(=O)(O)O,,,0.0,,
COC(=O)c1cncn1[C@H](C)c1ccc(I)cc1,,,,,0.0
N[C@@H](COS(=O)(=O)Cc1ccccc1)C(=O)O,,,,,0.0
COCCc1ccc(-c2c(C)nc3c(N4CCOCC4)ccnn23)cn1,,0.0,,,
c1cn(-c2ccc(O[C@H]3CCCN(Cc4ccc5c(c4)OCO5)C3)cc2)cn1,,,,0.0,
O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1,0.0,0.0,0.0,0.0,0.0
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,,,,1.0,
CC1=CCC(C(C)C)c2cc(C)ccc21,0.0,0.0,0.0,0.0,0.0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,,0.0,,0.0,1.0
COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,,1.0,1.0,1.0,1.0
O=C(c1ccncc1)c1ccc(F)cc1,,,,,0.0
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,,,1.0,1.0,0.0
C=C(C=N)CCc1ccc(F)cc1,,,,,0.0
CCOCn1c(SC2CCCCC2)c(C(C)C)c(=O)[nH]c1=O,,,,,0.0
C[C@H](Cc1ccccc1)N(C)Cc1ccccc1,,,,,1.0
CC(C)[C@@H](NC(=O)OC(C)(C)C)c1nnco1,,,,0.0,
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1.0,1.0,1.0,1.0,1.0
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(C)=O,0.0,0.0,0.0,0.0,0.0
CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C,,0.0,,0.0,0.0
Cc1c(-c2ccccc2)ccc2nc(N)nc(N)c12,0.0,,,,
CC=CCC=CCCC(=O)[C@H]1O[C@H]1C(N)=O,,,,0.0,
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,,1.0,1.0,0.0,0.0
NC(=O)c1ncn([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)n1,,,,,0.0
COc1cc2c(c(OC)c1OC)-c1ccc(OP(=O)(O)O)cc1[C@@H](NC(C)=O)CC2,,,,,0.0
C[Se]CC(=O)O,,0.0,,,0.0
COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,0.0,,,1.0,
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,,,,,1.0
CN(CCOc1ccc(C[C@H]2SC(=O)NC2=O)cc1)c1ccccn1,,1.0,,,
OCc1cc([C@H](O)CNCCCCCCOCCCCc2ccccc2)ccc1O,,0.0,,0.0,1.0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,,,,,1.0
CN(C)c1cccc2c(S(=O)(=O)NCCCCNC(=O)CCS)cccc12,,,0.0,,
CCCCCCCCCCCCCCCCCC(=O)NCCO,0.0,0.0,0.0,0.0,0.0
NC(=O)CCCCC1SCC2NC(=O)NC21,0.0,0.0,0.0,0.0,0.0
CCCCNc1cc(C)nc2nc(Nc3cc(Cl)ccc3C)nn12,,,,0.0,
CCCCCC/C=C\CCCCCCCCCC(=O)O,,,,0.0,
CC(=O)OC1CC(C)=C2C(/C=C(\C)C(=O)O)CCC(C)C21,0.0,0.0,0.0,0.0,0.0
O=C(O)c1ccc(C(=O)O)o1,0.0,0.0,0.0,0.0,0.0
Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,,,,1.0,
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,,,,0.0,
COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,,,,,0.0
O=c1cc(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,0.0,0.0,0.0,0.0,0.0
O=C1c2ccccc2C(=O)N1CCOC(=S)Nc1ccc(Cl)cc1,,,,,0.0
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,,1.0,0.0,,1.0
O=C(O)C1=CN=C(C(=O)O)CS[C@H]1c1cn2c3c(sc2n1)CCC3,,,0.0,,0.0
CC(=O)c1ccccc1O,0.0,0.0,0.0,0.0,0.0
O=C1N[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N2C1=O,,,,,0.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1=O,0.0,0.0,0.0,0.0,0.0
CCCCP(=O)(O)O,0.0,,,,
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,,,,,0.0
Fc1cccc2c1O[C@H]1CNC[C@@H]1O2,,0.0,,0.0,0.0
CC(C)C(C)CCC(C)C1CC[C@@]2(C)C3CCC4C(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C,0.0,0.0,0.0,0.0,0.0
CCCCCCCS[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,,0.0,,
Cn1cncc1[C@H](OCc1nc(Cl)c(C#N)cc1-c1cccc(Cl)c1)c1ccc(C#N)cc1,,0.0,,,
Cc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)nc1O,,0.0,,,
NCCc1ccc(O)c(O)c1,1.0,1.0,1.0,1.0,
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,1.0,,,0.0,
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,,,,,1.0
CN[C@@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@H]1OC,1.0,,,1.0,1.0
CC[C@H](C)[C@H](N)C(=O)O,0.0,,,,
CCCCCCCC/C=C\CCCCCCCCCCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)/C=C/CCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0
Cc1cc(/N=N/c2ccccc2C)ccc1N,1.0,,,,
NC(=O)c1nc(F)cnc1O,,,,,0.0
CC1=C(/C=C\C2=CCC[C@]3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1,0.0,0.0,0.0,0.0,0.0
O=C(O)c1ccc(-c2ccccc2OC(F)(F)F)o1,,,,,0.0
N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,,,,0.0,0.0
CC[C@@H](c1cccc(NC(=O)CNC(=O)OC(C)(C)C)c1)c1c(O)c2ccccc2oc1=O,,,,,0.0
CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,,1.0,1.0,1.0,1.0
O=C(O)CNC(=O)c1ncc2c(I)cccc2c1O,,,,0.0,
C[C@@H](O[C@H]1OCCN[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,,,,1.0
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,1.0,0.0,,1.0,
Cc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)n1,,,,,0.0
C[S@@](=O)C[C@H](C(=O)O)N1C(=O)[C@@H](N=C(O)CCC[C@H](N)C(=O)O)[C@H]1S,,0.0,0.0,,
Cc1ccc(Nc2nccc(-c3ccnc(N4CCN(CCN)CC4)c3)n2)cc1Cl,0.0,,,,
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,,,,,1.0
CN(C)CCC=C1c2ccccc2CCc2ccccc21,1.0,1.0,1.0,1.0,1.0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)OCCl,,,,0.0,
CCCCCCC(=O)CCO,0.0,0.0,0.0,0.0,0.0
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,,,,1.0,1.0
CCCCCCCCCCCCC(O)C1CCC(C(O)CCCC(O)C(O)CCCCCC2CC(CC(C)=O)C(=O)O2)O1,0.0,0.0,0.0,0.0,0.0
CC1Cc2ccccc2N1N=C(O)c1ccc(Cl)c(S(N)(=O)=O)c1,,,,,1.0
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,0.0,0.0,0.0,0.0,0.0
N=c1nc2ncn([C@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2c[nH]1,,,,,0.0
Oc1ccc(-n2nc3ccc(O)cc3c2Cl)cc1,,,,,0.0
CC(=O)C1=C(O)N2[C@H](C1=O)[C@H]1c3c[nH]c4cccc(c34)C[C@H]1C2(C)C,,,,,0.0
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,,0.0,,1.0,1.0
CC(=O)/C=C/c1cn(C)c2ccccc12,,,,0.0,
N=C(N)NCCCC(N)C(=O)NC(Cc1cnc[nH]1)C(=O)O,0.0,0.0,0.0,0.0,0.0
CSCCC(N)C(=O)NC(C)C(=O)O,0.0,0.0,0.0,0.0,0.0
C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,,,,1.0
NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,,,,,0.0
NC(=O)c1cn([C@@H](CO)CCc2cccc3ccccc23)cn1,,,,,0.0
Cc1ccc(C(=O)NCCC2CCCC2)cc1C(=O)Nc1ccc(N)nc1,,,,,0.0
CC(C)c1cc2[nH]c(=O)n(NS(C)(=O)=O)c(=O)c2cc1-c1ccnn1C,0.0,,,,0.0
CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,,,1.0
CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CC[C@@]4(C)C3CC[C@@]12C,0.0,0.0,0.0,0.0,0.0
OC[C@H](O)CNc1ncnc2[nH]c(-c3ccccc3)c(-c3ccccc3)c12,,,,,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1,,0.0,,0.0,1.0
CCOc1ccc2c(CCl)cc(=O)oc2c1,1.0,,1.0,,1.0
O=C(O)CN1C(=O)c2c(c(C(=O)O)cc3ccccc23)S1(=O)=O,,,0.0,0.0,
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,,,,0.0,
CO[C@]1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC(OC5OC(C)C(O)C(OC6OCC(O)C(O)C6O)C5O)C5CC(=O)CC[C@]5(C)C4CC[C@]3(C)C2C1C,0.0,0.0,0.0,0.0,0.0
C[C@]12CC(O)C3C(CCC4=CC(=O)CC[C@@]43C)C1CCC2C(=O)CC(=O)O,0.0,0.0,0.0,0.0,0.0
Cc1c(OC(=O)c2ccc(N)cc2)c(O)c2ccccc2c1O,,,,,0.0
CNC(=O)Oc1cccc2ccccc12,1.0,1.0,1.0,1.0,1.0
CCCCCCCCSC[C@H](N=C(O)CC[C@H](N)C(=O)O)C(O)=NCC(=O)O,,,0.0,,
O=C(/C=C/c1ccc(O)c(O)c1)OC1C[C@]2(O)CC(OC2=O)C1OC(=O)/C=C/c1ccc(O)c(O)c1,0.0,0.0,0.0,0.0,0.0
COc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OS(N)(=O)=O)CC[C@@H]12,,,,0.0,
C=C[C@](C)(CC/C=C(\C)CC/C=C(/C)CC/C=C(\C)COC1OC(CO)C(O)C(O)C1O)OC1OC(CO)C(O)C(O)C1O,0.0,0.0,0.0,0.0,0.0
O=C(NO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,,,0.0,,
CC(S)C(O)=NCC(=O)O,,,0.0,,
CC(=O)C=O,0.0,0.0,0.0,0.0,0.0
CC(C)c1ccc(CNNC(=O)c2ccc(O)cc2)cc1,,,,,0.0
COc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,1.0,1.0,1.0,1.0,1.0
OC1CCC(Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,,,,0.0,
CCCc1c(OCCCOc2ccc(OCC(=O)O)cc2)ccc(C(C)=O)c1O,,,0.0,,
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,,,,1.0,1.0
CCCC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)c(C(C)=O)c1,,1.0,,0.0,1.0
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,,,0.0,0.0,
CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12,1.0,,,1.0,
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,,,0.0,,
CC#CCOc1ccc(S(=O)(=O)N2CCSC(C)(C)[C@@H]2C(=O)NO)cc1,,0.0,,,
Nc1ccc(N)cc1,0.0,,,,
CNS(=O)(=O)Cc1ccc2[nH]cc(CCCN3CCN(c4ncncc4OC)CC3)c2c1,,0.0,,1.0,1.0
CCCCN1CCCC[C@@H]1C(=O)Nc1c(C)cccc1C,,,1.0,1.0,1.0
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,,0.0,,,0.0
CC1(C)C=C2c3cc4[nH]c5c(c4cc3C(O)C2C(C)(C)O1)CC1CC[C@@]2(O)C3=CC(O)C(C(C)(C)O)OC3CC[C@]2(C)[C@@]51C,0.0,0.0,0.0,0.0,0.0
O=C(O)/C=C/c1ccccc1O,,,,,0.0
CCCCCC/C=C\CCCCCCCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0
COc1ccc(C[C@@H](C)N)cc1,,,,1.0,
CC1CNc2[nH]c(N)nc(=O)c2N1,0.0,0.0,0.0,0.0,0.0
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)c(O)c12,0.0,0.0,0.0,0.0,0.0
OCCNc1ncnc2[nH]c(-c3ccccc3)c(-c3ccccc3)c12,,,,,0.0
C[C@@H](OC(c1ccc(F)cc1)(c1nc(O)n[nH]1)N1CCOCC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1.0,,,,
Cc1ncc(COP(=O)(O)O)c(/C=N/CCCC[C@H](N)C(=O)O)c1O,0.0,,0.0,0.0,
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,1.0,,,,
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,,,,,0.0
CCO[P@@](=O)(O)N(CC)CC,,,0.0,,
Oc1ccc(CCc2cc(O)cc(O)c2)cc1,,0.0,,,
CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,,,,1.0,1.0
CN(C)/N=N/c1nc[nH]c1C(N)=O,1.0,,,,
N[C@](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)(C(=O)NO)C(F)(F)F,,,,0.0,
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,1.0,0.0,1.0,1.0,1.0
O=C(O)C1CCCN1,0.0,0.0,0.0,0.0,0.0
CO[C@]12C[C@@H](CO)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,,,,1.0,
CCCC(=O)OC(C)Cc1ccccc1,0.0,0.0,0.0,0.0,0.0
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,,,,0.0,1.0
COC(F)(F)C(Cl)Cl,1.0,1.0,,1.0,1.0
CCCC(=O)OCOC(=O)C(C)(C)C,0.0,,,,0.0
CC(C)NCC(O)COc1cccc2ccccc12,1.0,,1.0,1.0,1.0
O=C(O)[C@@H]1O[C@@H](O)[C@H](OS(=O)(=O)O)[C@@H](O)[C@@H]1O,,,,0.0,
O=C(Nc1ccccc1)Nc1ccccc1,0.0,,,,
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,,0.0,,0.0,1.0
O=[S@@](Cc1cc(OCC2CC2)ccn1)c1nc2cc(F)ccc2[nH]1,1.0,1.0,1.0,,1.0
CC(C)C(NC(=O)C(N)CCC(N)=O)C(=O)O,0.0,0.0,0.0,0.0,0.0
CN(C)CCN(Cc1ccccc1)c1ccccn1,,0.0,,0.0,0.0
O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,,,,0.0,
CC(=O)NCCC=O,0.0,0.0,0.0,0.0,0.0
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,,,,,1.0
CC(C)=CCOc1cc(NC(=S)c2ccoc2C)ccc1Cl,,,,,0.0
CC1(C)CCC(C)(C)c2cc(/C(=N\O)c3ccc4cc(C(=O)O)ccc4c3)ccc21,,,,,0.0
CO/N=C(\N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](O)c2cc(Cl)cc(OC(F)F)c2)cc1,,0.0,0.0,,
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,,,,,0.0
CCCOCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOCCC)C1c1cccc([N+](=O)[O-])c1,,0.0,,0.0,1.0
COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,1.0,,,,
O=c1cc(-c2ccccc2)c2ccc(O)c(O)c2o1,,,0.0,,
NCC(N)=O,,,,0.0,0.0
OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,,,,,1.0
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1,,,,1.0,
Fc1ccc(-c2ncn(CC3CC3)c2-c2ccncc2)cc1,,,,,0.0
CCCCCCCCCCS(=O)(=O)O,,,,,0.0
C=C1C[C@]23CC1C(O)CC2[C@@]12CCC[C@@](C)(C(=O)OC1)C2C3C(=O)O,0.0,0.0,0.0,0.0,0.0
CCN(C=O)CC,,,,,1.0
Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,,,,,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,,,1.0,1.0
OC1O[C@H](F)[C@@H](O)[C@H](O)[C@H]1O,,0.0,,,0.0
CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(N)CCCNC(=N)N)C(=O)O,0.0,0.0,0.0,0.0,0.0
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,,,1.0,,1.0
CC1=NCCc2cc(O)c(O)cc21,0.0,0.0,0.0,0.0,0.0
CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,,1.0,1.0,1.0,1.0
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,1.0,1.0,1.0,1.0,1.0
CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,,,0.0,,0.0
O=C(O)CCCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,,,,0.0,
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](O)[C@H]1O,,,,,0.0
COc1ccc2c3c1O[C@H]1C(=O)CC[C@]4(O)[C@@H](C2)N(C)CC[C@]314,,,,1.0,
N#Cc1ccc(N/C(=N\CC(=O)O)NC(c2ccccc2)c2ccccc2)cc1,,,,,0.0
CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC,,,,,0.0
Oc1cccc(Cl)c1,,0.0,,,
COc1ccc(Cl)c(-c2ccc(NC(=O)c3ccnn3C)nc2N)c1,,,,0.0,0.0
COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,,,0.0,,
N[C@@H](CCCNC(=O)CP(=O)(O)O)C(=O)O,0.0,,,,
CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1,0.0,,,,
CC(=O)OCCC(C)CCC=C(C)C,0.0,0.0,0.0,0.0,0.0
C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CC[C@]4(C)C3CC[C@@]21C)C(C)C,0.0,0.0,0.0,0.0,0.0
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,,,,,1.0
CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21,,,,,0.0
COC1=CC(C)C2CC3OC(=O)CC4C(C)=C(OC)C(=O)C([C@@]34C)[C@]2(C)C1=O,0.0,0.0,0.0,0.0,0.0
Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Cl,0.0,,,,0.0
CCC1C2CCN3CC[C@]4(c5cccc(OC)c5N(C(C)=O)C4C2)C13,0.0,0.0,0.0,0.0,0.0
CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,,0.0,,0.0,1.0
CC(C)(C)NC[C@H](O)COc1cccc2c1CC(C#N)=N2,,,,,0.0
N=c1[nH]c(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,,,,1.0,1.0
COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(O)=N3)cc1,,1.0,,,
Nc1cc2[nH]cnc2c(OCC2CCCCC2)n1,,0.0,,,
Cc1ncc(CO)c(C=O)c1O,0.0,,,,
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,,1.0,,1.0,1.0
NNc1nncc2ccccc12,1.0,0.0,,0.0,1.0
C[C@H](N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,,0.0,,1.0,1.0
Cc1cccc(C[C@H](N)C(=O)O)c1,,,,0.0,
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,,,,,1.0
O=C[C@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,,,0.0,,
COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,1.0,1.0,,,1.0
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,,,,,0.0
CS(=O)(=O)F,,,,,0.0
Cc1c(F)cccc1NC(=O)Nc1ccc(Cl)c(S(=O)(=O)[C@H]2CCCNC2)c1O,,0.0,,,
Cc1c2ccccc2nc2c1ccc1ccccc12,1.0,,,,1.0
CC[C@]1(c2ccc(N)cc2)CCC(=O)NC1=O,,0.0,,0.0,1.0
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(N=C(C)O)c3C2=O)ccc1OC,,,,,1.0
CC(CCC(=O)O)C1CCC2C3CCC4C(O)C(O)CC[C@]4(C)C3CC(O)[C@]12C,0.0,0.0,0.0,0.0,0.0
CCCn1cnc(C[C@H](CCCN)C(=O)O)c1,0.0,,,,0.0
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,,,,,0.0
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,,,1.0
CCCCCCCC1OC1CC#CC#CC(=O)CCO,0.0,0.0,0.0,0.0,0.0
C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1,,0.0,,1.0,0.0
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,1.0,1.0,,1.0,1.0
CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,,,,,0.0
O=P(O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,0.0,0.0,0.0,0.0,0.0
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,,0.0,,0.0,0.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC2OC2(C)C)C(C)(C)CCC1,0.0,0.0,0.0,0.0,0.0
CC(C)(C)c1cc(CC2SCNC2=O)cc(C(C)(C)C)c1O,,,,,1.0
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,,,,,1.0
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,,,,1.0,1.0
Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2)cc1,,,,,0.0
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,,0.0,,0.0,1.0
CC(C)Nc1cc(Cl)nc2c(C#N)cnn12,,0.0,,,
N#CCc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,,0.0,,,
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,,,,,1.0
C[C@H]1CNCCc2ccc(Cl)cc21,1.0,,1.0,1.0,1.0
O=P(O)(O)O[C@H]1[C@@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@@H]1OP(=O)(O)O,,,,,0.0
CN(C)CCCN1c2ccccc2CCc2ccccc21,1.0,1.0,1.0,1.0,1.0
C[C@]12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,0.0,0.0,0.0,0.0,0.0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,1.0,1.0,1.0,1.0
CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,,,,0.0,
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,,,,1.0,
CCc1c2cc(O)ccc2nn1-c1ccc(O)cc1,0.0,,0.0,,
Cc1c(CC(N)=O)c2cc(OCCCP(=O)(O)O)ccc2n1Cc1ccccc1,,,,,0.0
Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,,,,,0.0
