SMILES,1A2,2C9,2C19,2D6,3A4
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,,0.0,,1.0,1.0
N=C(N)c1cccc(O[C@H]2CO[C@@H]3[C@H](Oc4cccc(C(=N)N)c4)CO[C@H]23)c1,,0.0,,,
CC[S@](=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,,,,,1.0
Nc1cc(Cl)ccc1C(=O)C[C@H](N)C(=O)O,,0.0,,0.0,
O=C(Cn1ccnc1)C12CC3CC(CC(C3)C1)C2,,,,,0.0
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,,0.0,,0.0,0.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,1.0,,,1.0,1.0
Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,1.0,,1.0,1.0
C=C1C[C@@]23CCC4[C@](C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC[C@]4(C)C2CC[C@]1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,0.0,0.0,0.0,0.0,0.0
CC(C)CC(O)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1,,,1.0,,1.0
CC(C)NC[C@H](O)COc1ccc(CC(=N)O)cc1,,,,1.0,
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],,,,,1.0
NS(=O)(=O)c1ccc(NC(=S)OCCc2ccsc2)cc1,,0.0,,,
O=C(/C=C/c1ccccc1)OC1OC(CO)C(O)C(O)C1O,0.0,0.0,0.0,0.0,0.0
NC(Cc1ccc(O)c(Cl)c1)C(=O)O,0.0,0.0,0.0,0.0,0.0
C/C=C/c1ccc(OC)c(CN[C@H]2C3CCN(CC3)[C@H]2C(c2ccccc2)c2ccccc2)c1,,,,,1.0
Cc1ccc(NNC(=O)[C@@H](O)[C@H](N)CC2CCCCC2)cc1,,,0.0,,
Nc1nc2c(c(=O)[nH]1)N(O)[C@@](O)(C(O)C(O)CO)C(O)N2O,0.0,0.0,0.0,0.0,0.0
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,0.0,,,0.0,
CCCCCC(=O)OCC[N+](C)(C)C,0.0,0.0,0.0,0.0,0.0
C[C@]12CCC3c4cc(O)c(O)cc4CCC3C1CCC2O,0.0,0.0,0.0,0.0,0.0
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O,,,,,1.0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,,0.0,0.0,0.0,1.0
Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,,,0.0,,
Oc1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,,,,0.0,
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,,1.0,,1.0,1.0
O=C1CCCN1,0.0,0.0,0.0,0.0,0.0
N[C@@H](CC/C=C/[B-](O)(O)O)C(=O)O,,,,0.0,
CC(C)C1=CC2=CC3OC(=O)[C@]4(CCCC(C)(C)C34)C2=C(O)C1=O,0.0,0.0,0.0,0.0,0.0
O=CCCCC=C(C=O)CCC=C(C=O)CCC=O,,0.0,0.0,,
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1,,,,0.0,
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,,,,,1.0
C=C1C(=O)OC2C[C@]3(C)CC(=O)CC(C)C3=CC12,0.0,0.0,0.0,0.0,0.0
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,,,,,1.0
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,,,0.0,,0.0
C=C(C)C1CC=C(C)CC1,,,1.0,,
C[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)[C@@H](C)O,,,,,0.0
O=C(O)Cn1c2c(c3cc(F)ccc31)CN(C(=O)c1cccc3ccccc13)CC2,,,0.0,,
CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,,,,,0.0
Nc1nnc(S)s1,,0.0,,,
O=P(O)(O)C(NC1CCCCCC1)P(=O)(O)O,0.0,0.0,0.0,0.0,0.0
CC(Cc1ccccc1)N(C)Cc1ccccc1,,,,,1.0
N[C@H](CCC(=O)O)C(=O)O,0.0,,,,0.0
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCC[C@H](C2)C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C,,,,,1.0
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,,,,,1.0
CC1=C2CC(C)(C)CC2C(O)C2=C(C1)C(=O)OC2O,0.0,0.0,0.0,0.0,0.0
OC[C@H]1N=C(NO)[C@H](O)[C@@H](O)[C@@H]1O,,,,,0.0
Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,,1.0,1.0,1.0,1.0
C[C@H]1CNC(=O)c2[nH]c3ccc(C(=O)Nc4nc(C(=O)NCCN(C)C)cs4)cc3c21,,0.0,,,0.0
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,,1.0,,,1.0
C[C@@H](Nc1cc(-c2nc([S@@](C)=O)[nH]c2-c2ccc(F)cc2)ccn1)c1ccccc1,1.0,,1.0,1.0,1.0
CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,0.0,,,,
COc1cc2nccc3c4ccccc4n(c1=O)c23,0.0,0.0,0.0,0.0,0.0
CCCCCCCCC/C=C/CCCCC(=O)O,0.0,0.0,0.0,0.0,0.0
CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,0.0,,0.0,1.0
CC1(C)CCC(C)(C)c2cc([C@@H](O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21,,,,0.0,
Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,,0.0,,0.0,0.0
O=C(O)CN1CCN(CC(=O)O)CCN(C(CO)C(O)CO)CCN(CC(=O)O)CC1,0.0,0.0,0.0,0.0,0.0
OCCOCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,,0.0,,0.0,0.0
Cc1cccc(O)c1C,0.0,0.0,0.0,0.0,0.0
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,1.0,,,,0.0
CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,,0.0,,1.0,0.0
N[C@@H](Cc1ccc(O)cc1)C(=O)O,,,,,0.0
CCCCCOc1ccc2cc(S(=O)(=O)N[C@H](CCC(=O)O)C(=O)O)ccc2c1,,,,,0.0
N=c1nc(O)c2[nH]cc([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,,,,,0.0
CCCCCN(CCCCC)N=O,1.0,1.0,1.0,1.0,1.0
CC(=C(CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)[nH]c1=N,,,,,0.0
CC(C)(CO)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,,,,,1.0
CN(C)c1cccc2c(S(=O)(=O)O)cccc12,,,,,0.0
O=C(O)c1cc(=O)[nH]c(=O)n1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,,,,0.0,
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,,0.0,1.0,1.0,1.0
COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1C[C@@H]2CN(C)C[C@@H]2C1,,0.0,,,
C/C=C/C(=O)C1C(C)C=CCC1(C)C,0.0,0.0,0.0,0.0,0.0
CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1,1.0,,1.0,,1.0
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,0.0,,0.0,1.0
N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O,,,0.0,,0.0
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,,,,,1.0
O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,,0.0,,0.0,
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,,0.0,,0.0,
CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,,0.0,0.0,,
COC(=O)C[C@@H]1C[C@@H](COc2ccc(-c3ccc(/C(N)=N/C(=O)OC)cc3)cc2)NC1=O,,0.0,,,
Cc1ncc([N+](=O)[O-])n1CCO,,1.0,,0.0,1.0
O=S(=O)(NCCC(F)(F)F)c1ccc2c(c1)CN[C@@H](CF)C2,0.0,,,,
CC(C)COC[C@@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,,0.0,,0.0,1.0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,0.0,,0.0,0.0
CCC[C@]1(C)SC(NC2CCCCCCC2)=NC1=O,,,0.0,,0.0
CNC(=O)CC[C@H](N)C(=O)O,,,,,0.0
O=C(O)[C@@H]1C[C@@H](O)CN1,,,,,0.0
CCCCN=C(O)NS(=O)(=O)c1ccc(C)cc1,,1.0,1.0,,
Oc1ccc(-c2cc3ccc(O)cc3s2)cc1,,,,,0.0
Cc1cn([C@H]2C=C[C@@H](CO[P@](=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,,,,,0.0
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,,,,,1.0
O[C@@H](CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,,,,,1.0
O=C(O)c1cccc2c3c(n(Cc4ccccc4)c12)CCCC3,,,0.0,,
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,1.0,1.0,,1.0,1.0
CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,,,,0.0,
O=C1CC(=O)N(c2ccccc2)c2cc(Cl)ccc2N1,,,1.0,,
C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,,,,0.0,
O=C(O)CNC(=O)c1cccc(Cl)c1,0.0,0.0,0.0,0.0,0.0
CCN(C)C=O,,,,,1.0
N[C@@H](CC1=CC(=O)C(O)=CC1=O)C(=O)O,0.0,,,,
CCCCC(CC=O)SC,0.0,0.0,0.0,0.0,0.0
COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,,,0.0,,
OCCOCCOCCOCCOCCOCCOCCS,,,0.0,,
Clc1ccc([C@@H](Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,,0.0,,0.0,0.0
NCc1ccc(S(N)(=O)=O)cc1,,,0.0,,
O=C(OCC1OC(c2c(O)cc(O)c(C(=O)c3ccc(O)c(O)c3)c2O)C(O)C(O)C1O)c1ccc(O)cc1,0.0,0.0,0.0,0.0,0.0
COc1ccc(CC2COC(=O)[C@@]2(O)Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)cc1OC,0.0,0.0,0.0,0.0,0.0
CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,,,,,1.0
CN[C@H](C)Cc1ccccc1,,0.0,,1.0,
CC(O)=Nc1ccc(O)cc1,1.0,1.0,,1.0,1.0
O=C1C=CN(c2c(F)cc(N3C[C@H](CNc4ccon4)OC3=O)c(F)c2F)CC1,,,,0.0,
CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(=O)O,,,,0.0,
CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,0.0,,,,
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,,1.0,1.0,0.0,1.0
CS(=O)(=O)OCCCCOS(C)(=O)=O,,0.0,,0.0,1.0
Nc1ccc2cc3ccccc3cc2c1,1.0,,,,
CCCS(=O)(=O)N[C@@H](C(=O)N[C@@H](CCSC)C(=O)NCc1ccc(C(=N)N)cc1)[C@H](C)O,0.0,,,0.0,
N#CC(c1ccc(F)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.0,,,,
CN[C@@H](C)Cc1ccccc1OC,,,,1.0,
COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@H]1O,,,,1.0,1.0
CC(=O)NC1C(OP(=O)(O)O)OC(CO)C(O)C1O,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,,,,1.0,1.0
O=C(O)[C@]1(O)C=C(F)[C@@H](O)[C@H](O)C1,,0.0,,,
O=C(Nc1ccccc1C(=O)O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1,,,,0.0,
CO[P@@](=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,,0.0,,,0.0
OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,,,,0.0,
CCN(CCCc1ccccc1)CCCc1ccccc1,,0.0,,,
N[C@H](CCCCO)C(=O)O,,,0.0,,
OCCN(CCO)CCO,,,,,0.0
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,,1.0,,0.0,1.0
Cc1cccc(CC(=O)O)c1,0.0,0.0,0.0,0.0,0.0
c1ccccc1,,0.0,,0.0,0.0
CCC(c1ccccc1)c1c(O)oc2ccccc2c1=O,,1.0,,,1.0
CCN(CC)CCNC(=O)c1ccc(N)cc1,,0.0,,1.0,0.0
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,,,1.0,,
CC[C@]1(C)CC(=O)NC1=O,,0.0,,0.0,1.0
Nc1ccccc1C(=O)CCC(=O)O,,,,,0.0
CCN[C@@H](C)Cc1ccc2c(c1)OCO2,1.0,1.0,,1.0,1.0
CCCC(=O)OC,0.0,0.0,0.0,0.0,0.0
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,0.0,0.0,0.0,0.0,0.0
C/C1=C/C(=O)O[C@@H]2C[C@@H](CC[C@H](C)/C=C\CC1)O[C@@](O)([C@@H]1CSC(=O)N1)C2,,,,0.0,0.0
CN1CCN2c3ncccc3Cc3ccccc3C2C1,1.0,1.0,,1.0,1.0
Nc1ccccc1C(=O)C[C@H](N)C(=O)O,,,,0.0,
N=C(N)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,0.0,,,,
O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,,,,,0.0
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,,0.0,,1.0,0.0
CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,,0.0,,,0.0
COc1cc(CC(C)N)c(OC)cc1C,,,,0.0,0.0
CC(=O)OC1C[C@]2(C)C(CCC(O)[C@@]2(C)O)[C@](C=O)(CC(O)c2ccoc2)C1C,0.0,0.0,0.0,0.0,0.0
O=C(O)[C@]1(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,0.0,,,,0.0
CC1CCC2C1C1C(CC[C@]2(C)O)C1(C)C,0.0,0.0,0.0,0.0,0.0
CCCc1ccc2ccccc2n1,,1.0,1.0,,1.0
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,,0.0,,0.0,0.0
Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)C[C@H]1CN2,,,,,0.0
C=C1[C@H](O)CC(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@H](C)CC)C[C@H]1O,,,0.0,,
C1CCC(C(C[C@H]2CCCCN2)C2CCCCC2)CC1,,0.0,,1.0,1.0
C=C/C(C)=C/CC=C(C)C,0.0,0.0,0.0,0.0,0.0
CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,,,,1.0,
C=CCOc1ccccc1OCC(O)CNC(C)C,,,0.0,1.0,
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,,,,,1.0
CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,,,,0.0,
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](O)(=S)O[C@H]2[C@H]1O,,,,,0.0
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N\N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H]1C,,0.0,,0.0,0.0
N=C(N)NC(=N)SCc1cccc(C(F)(F)F)c1,,,,,0.0
O=C1C[C@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,1.0,,,,1.0
CC1OC(OC2CC[C@]3(C)C(CCC4C3CC[C@@]3(C)C(C5=CC(=O)OC5)CC[C@]43O)C2)CC(O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,0.0,0.0,0.0,0.0,0.0
O=CO,,,,0.0,
CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,1.0,1.0,1.0,,1.0
CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,,,,,0.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,,0.0,,0.0,1.0
CCCC(CCC)C(=O)O,,1.0,1.0,0.0,0.0
CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,,1.0,,,
N=C(O)/C=C/C(C[SH](=O)=O)=C(/Nc1c(C=O)cc2ccccn12)C(=O)O,,,,0.0,
Cn1cc(C(=O)[C@@H]2CCc3nc[nH]c3C2)c2ccccc21,1.0,,,,
CC(C)(C)c1onc(O)c1C[C@H](N)C(=O)O,,0.0,,,
O=P(O)(O)C(O)(Cc1cccc(-c2ccc(-c3ccccc3)cc2)c1)P(=O)(O)O,,,,0.0,0.0
C[C@H]1C=C(c2csc(SC3=C(C(=O)O)N4C(=O)[C@H]([C@@H](C)O)[C@H]4[C@H]3C)n2)CN1,,0.0,0.0,,
CN1CCN2c3ncccc3Cc3ccccc3[C@@H]2C1,1.0,1.0,,1.0,1.0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,1.0,0.0,,0.0,1.0
C=CCCCCCCCCCCCC(CC(O)CO)OC(C)=O,0.0,0.0,0.0,0.0,0.0
O=C(O)c1cc(S(=O)(=O)NCCS)ccc1O,,,0.0,,
Cn1c(N)nc2c3cccnc3ccc21,1.0,,,,
O=P(O)(O)OCCCc1c[nH]c2ccc(F)cc12,,,,,0.0
Nc1n[nH]c(N)c1/N=N/c1ccc(O)cc1,0.0,,,,
CCCCCCCCCCCCC/C=C\C=C\C(=O)NCC(C)C,0.0,0.0,0.0,0.0,0.0
CCCCC/C=C\C=C\C(O)CCCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0
O=C(Nc1cc(Cl)cc(Cl)c1)[C@H]1CC(=O)N(C2CCCCC2)C1,,,,,0.0
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,,0.0,,1.0,1.0
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,,0.0,,,
Nc1ccc2ccccc2c1,1.0,,,,
C[C@]12CCC(O)CC1CCC1C2C(=O)C[C@]2(CO)C(C(=O)CO)CCC12,0.0,0.0,0.0,0.0,0.0
O=P(O)(O)OC[C@@H](O)[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,,0.0,,,
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,,,,0.0,0.0
O=Cc1ccc2c(c1)C(c1cc(O)cc3c1C(c1cc(O)cc(O)c1)C(c1ccc(O)cc1)O3)C(c1ccc(O)cc1)O2,0.0,0.0,0.0,0.0,0.0
CC(C)C(C#N)(CCCN(C)CCc1ccccc1)c1ccccc1,,,,,1.0
CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,,,,1.0,1.0
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,,,,,1.0
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,,0.0,,0.0,0.0
N=C(N)N1CCc2ccccc2C1,,0.0,,1.0,0.0
O=C(COc1ccc(Cl)cc1C(=O)c1ccccc1)Nc1ccccc1,,,,,0.0
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@H]12,,,,,0.0
O=C(O)c1ccc2cc(C(=O)O)ccc2c1,0.0,,0.0,,
CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,,,,,1.0
CC(=O)C(=O)O,0.0,0.0,0.0,0.0,0.0
CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,0.0,,,,
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,1.0,1.0,,,1.0
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,,,,1.0
CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,0.0,,,,
N[C@@H](CCCCNC(C(=O)O)C(=O)O)C(=O)O,,,,,0.0
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,,,,1.0,1.0
NS(=O)(=O)c1ccc(C(=O)NCc2c(F)cccc2F)cc1,,,,,0.0
O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,,0.0,,,
COc1cc(/C=C/C(=O)OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(CO)C(O)C(O)C5O)cc(O)c4c3=O)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)ccc1O,0.0,0.0,0.0,0.0,0.0
COCCl,0.0,0.0,0.0,0.0,0.0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1,,0.0,,0.0,1.0
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,,,,0.0,
CCCCCC/C=C/[C@H]1[C@H]2C[C@H](N=N2)[C@@H]1C/C=C\CCCC(=O)O,0.0,,,,
Nc1nc(F)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,,,,,0.0
Oc1ccc(CCNc2nc(SCCCc3ccc(Cl)cc3)nc(N3CCNCC3)n2)cc1,,0.0,0.0,,
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,,1.0,,0.0,0.0
CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)[C@H](c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1,,0.0,,0.0,0.0
Cn1c(/C=C/CO)c(CO)c2c1C(=O)C=C(N1CC1)C2=O,,,,0.0,
Cc1nc(C)c(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)s1,,,,,0.0
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,0.0,,,,0.0
COc1ccc(NC(C)=O)cc1,1.0,,,,
CN(C)CCC[C@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,,,1.0,1.0,1.0
O=C(O)CCC1CCCCC1,,,0.0,,
O=c1nc(O)cc(O)n1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,,,,,0.0
CCC(=O)C1CC(C)[C@@]2(CC(=O)[C@]3(C)C4=C(CC[C@@]32C)[C@@]2(C)CCC(O)[C@](C)(CO)C2CC4)O1,0.0,0.0,0.0,0.0,0.0
C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O,0.0,0.0,,,1.0
Cc1oc(-c2ccccc2)nc1COc1ccc(CO/N=C(\CCC(=O)O)c2ccccc2)cc1,,,,,0.0
CSCC[C@H](N)[PH](=O)O,,0.0,,,0.0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)[C@@H](N)CC(=O)O)[C@@H](O)[C@H]1O,,,,,0.0
O=P(O)(O)[C@H](O)c1cccc2ccccc12,,,,0.0,
COc1cccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)C(F)(F)F)c1,,,,,0.0
CC(NCC(O)COc1cccc2ccccc12)C(F)F,,,,1.0,
O=P1(NCCCl)OCCCN1CCCl,,1.0,1.0,,1.0
O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,,,,,0.0
O=C(O)C1=C[C@H](O)[C@@H](OS(=O)(=O)O)[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](NS(=O)(=O)O)[C@H]2O)O1,,,0.0,0.0,0.0
O=C(O)C/C=C/C[C@H]1[C@@H](NS(=O)(=O)c2ccccc2)C2CC[C@@H]1C2,,,,,1.0
O=P(O)(O)OCC(O)C(O)C(O)C(O)CO,0.0,0.0,0.0,0.0,0.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,1.0,1.0,,,1.0
